desc	dist_to_obj	dist_to_recep	dist_obj_to_recep	agent_facing	intent
turn around and go to the end of the desk closest to you on your left put the alarm clock on the edge of the desk closest to the garbage can	0.0	3.03	-1	0.96	8
put a clock on a desk	1.86	2.19	2.81	0.7151	5
put a clock on a desk	1.86	1.86	0.28	0.7151	9
put a clock on a desk	0.06	2.81	2.9	-0.12	14
put a clock on a desk	0.47	0.05	0.13	0.76	10
put a clock on the desk	1.86	2.19	2.81	0.7151	5
put a clock on the desk	1.86	1.86	0.24	0.7151	9
put a clock on the desk	0.24	2.81	2.85	0.62	7
put a clock on the desk	0.13	0.21	0.08	0.17	13
put the alarm clock on the desk	1.86	2.19	2.81	0.7151	5
put the alarm clock on the desk	1.86	1.86	0.38	0.7151	9
put the alarm clock on the desk	0.33	2.81	2.8	0.14	14
put the alarm clock on the desk	0.46	0.38	0.13	-0.3	13
turn left and face the green dresser with the clock on it	-1	-1	-1	0.7151	0
pick the clock up from the dresser	0.2	-1	-1	0.8	1
turn around and face the desk	-1	2.81	-1	1	0
put the clock on the desk	-1	0.17	-1	-0.64	12
move forward to the window turn left go to the green table with the clock on it	-1	-1	-1	0.7151	0
pick up the clock on the table	0.29	-1	-1	0.34	11
turn around bring the clock to the desk	-1	2.81	-1	1	0
put the clock on the desk	7.71	0.07	-1	-0.3	12
walk to the heat register and then turn to your left and go to the dresser across from you	-1	-1	-1	0.7151	0
pick up the alarm clock on the back right corner of the dresser	0.07	7.76	2.22	0.05	11
turn around and go to the desk across the room	-1	2.81	-1	1	0
place the alarm clock on the desk right in front of the desk chair	1.95	0.48	-1	-0.13	12
turn left and face the green dresser with the clock on it pick the clock up from the dresser	1.86	-1	-1	0.7151	3
turn left and face the green dresser with the clock on it pick the clock up from the dresser turn around and face the desk	1.86	2.19	2.81	0.7151	4
turn left and face the green dresser with the clock on it pick the clock up from the dresser turn around and face the desk put the clock on the desk	1.86	2.19	2.81	0.7151	5
pick the clock up from the dresser turn around and face the desk	0.16	2.81	2.87	-0.29	15
pick the clock up from the dresser turn around and face the desk put the clock on the desk	0.43	2.81	2.8	0.51	7
turn around and face the desk put the clock on the desk	0.0	2.89	3.03	-0.03	8
move forward to the window turn left go to the green table with the clock on it pick up the clock on the table	1.86	-1	-1	0.7151	3
move forward to the window turn left go to the green table with the clock on it pick up the clock on the table turn around bring the clock to the desk	1.86	2.19	2.81	0.7151	4
move forward to the window turn left go to the green table with the clock on it pick up the clock on the table turn around bring the clock to the desk put the clock on the desk	1.86	2.19	2.81	0.7151	5
pick up the clock on the table turn around bring the clock to the desk	0.39	2.81	2.85	0.71	6
pick up the clock on the table turn around bring the clock to the desk put the clock on the desk	0.26	2.81	2.97	0.89	7
turn around bring the clock to the desk put the clock on the desk	0.0	2.92	6.94	-0.81	8
walk to the heat register and then turn to your left and go to the dresser across from you pick up the alarm clock on the back right corner of the dresser	1.86	-1	-1	0.7151	3
walk to the heat register and then turn to your left and go to the dresser across from you pick up the alarm clock on the back right corner of the dresser turn around and go to the desk across the room	1.86	2.19	2.81	0.7151	4
walk to the heat register and then turn to your left and go to the dresser across from you pick up the alarm clock on the back right corner of the dresser turn around and go to the desk across the room place the alarm clock on the desk right in front of the desk chair	1.86	2.19	2.81	0.7151	5
pick up the alarm clock on the back right corner of the dresser turn around and go to the desk across the room	0.24	2.81	2.95	0.94	6
pick up the alarm clock on the back right corner of the dresser turn around and go to the desk across the room place the alarm clock on the desk right in front of the desk chair	0.18	2.81	2.62	0.17	14
turn around and go to the desk across the room place the alarm clock on the desk right in front of the desk chair	0.0	2.66	6.98	-0.09	8
place a clock on a desk	2.46	3.22	2.81	0.9458	5
place a clock on a desk	2.46	2.46	0.15	0.9458	9
place a clock on a desk	0.21	2.81	2.71	-0.51	14
place a clock on a desk	0.22	0.22	0.15	0.23	13
put a clock on a desk	2.46	3.22	2.81	0.9458	5
put a clock on a desk	2.46	2.46	0.07	0.9458	9
put a clock on a desk	0.33	2.81	2.71	-0.06	14
put a clock on a desk	0.16	0.46	0.09	0.47	13
put the clock on to the desk	2.46	3.22	2.81	0.9458	5
put the clock on to the desk	2.46	2.46	0.12	0.9458	9
put the clock on to the desk	0.2	2.81	2.8	0.7	7
put the clock on to the desk	0.05	0.39	0.12	-0.13	13
walk forward and turn left to face the green night stand	-1	-1	-1	0.9458	0
pick up the clock that is sitting on the night stand	0.1	-1	-1	0.96	1
turn around and go to the desk in front of you	-1	2.81	-1	1	0
place the clock on the desk on top of the pencil	4.98	0.47	-1	0.68	2
go forward and turn to the left to face the dresser with a clock on it	-1	-1	-1	0.9458	0
pick the clock up from the dresser	0.24	7.07	1.18	-0.05	11
turn around and cross the room to stand in front of the desk	-1	2.81	-1	1	0
put the clock down on the desk	-1	0.23	7.98	0.66	2
move forward across the room stopping at the dresser on the left turn left to face the dresser	-1	-1	-1	0.9458	0
pick up the clock that is on the right back corner of the dresser	0.42	6.19	-1	-0.58	11
turn around and move forward to the desk	-1	2.81	-1	1	0
put the clock on to the desk in front of the chair	-1	0.22	-1	0.77	2
walk forward and turn left to face the green night stand pick up the clock that is sitting on the night stand	2.46	-1	-1	0.9458	3
walk forward and turn left to face the green night stand pick up the clock that is sitting on the night stand turn around and go to the desk in front of you	2.46	3.22	2.81	0.9458	4
walk forward and turn left to face the green night stand pick up the clock that is sitting on the night stand turn around and go to the desk in front of you place the clock on the desk on top of the pencil	2.46	3.22	2.81	0.9458	5
pick up the clock that is sitting on the night stand turn around and go to the desk in front of you	0.11	2.81	2.81	-0.61	15
pick up the clock that is sitting on the night stand turn around and go to the desk in front of you place the clock on the desk on top of the pencil	0.43	2.81	2.66	0.75	7
turn around and go to the desk in front of you place the clock on the desk on top of the pencil	0.0	2.64	6.1	-0.68	8
go forward and turn to the left to face the dresser with a clock on it pick the clock up from the dresser	2.46	-1	-1	0.9458	3
go forward and turn to the left to face the dresser with a clock on it pick the clock up from the dresser turn around and cross the room to stand in front of the desk	2.46	3.22	2.81	0.9458	4
go forward and turn to the left to face the dresser with a clock on it pick the clock up from the dresser turn around and cross the room to stand in front of the desk put the clock down on the desk	2.46	3.22	2.81	0.9458	5
pick the clock up from the dresser turn around and cross the room to stand in front of the desk	0.14	2.81	3.0	0.83	6
pick the clock up from the dresser turn around and cross the room to stand in front of the desk put the clock down on the desk	0.49	2.81	2.73	0.81	7
turn around and cross the room to stand in front of the desk put the clock down on the desk	0.0	2.64	3.09	-0.36	8
move forward across the room stopping at the dresser on the left turn left to face the dresser pick up the clock that is on the right back corner of the dresser	2.46	-1	-1	0.9458	3
move forward across the room stopping at the dresser on the left turn left to face the dresser pick up the clock that is on the right back corner of the dresser turn around and move forward to the desk	2.46	3.22	2.81	0.9458	4
move forward across the room stopping at the dresser on the left turn left to face the dresser pick up the clock that is on the right back corner of the dresser turn around and move forward to the desk put the clock on to the desk in front of the chair	2.46	3.22	2.81	0.9458	5
pick up the clock that is on the right back corner of the dresser turn around and move forward to the desk	0.1	2.81	2.82	0.95	6
pick up the clock that is on the right back corner of the dresser turn around and move forward to the desk put the clock on to the desk in front of the chair	0.43	2.81	2.69	0.52	7
turn around and move forward to the desk put the clock on to the desk in front of the chair	0.0	2.82	2.5	0.53	8
move a clock from a chair to a desk	2.04	1.69	1.16	0.6071	5
move a clock from a chair to a desk	2.04	2.04	0.29	0.6071	9
move a clock from a chair to a desk	0.33	1.16	1.02	0.84	7
move a clock from a chair to a desk	0.06	0.34	0.41	-0.75	13
move a clock from one desk to another desk	2.04	1.69	1.16	0.6071	5
move a clock from one desk to another desk	2.04	2.04	0.18	0.6071	9
move a clock from one desk to another desk	0.38	1.16	1.25	0.82	7
move a clock from one desk to another desk	0.02	0.31	0.14	-0.84	13
put the clock on the desk	2.04	1.69	1.16	0.6071	5
put the clock on the desk	2.04	2.04	0.39	0.6071	9
put the clock on the desk	0.46	1.16	1.1	-0.22	14
put the clock on the desk	0.15	0.47	0.47	0.58	10
walk forward and face left looking at the chair	-1	-1	-1	0.6071	0
grab the clock off of the chair	0.25	-1	7.35	0.63	1
walk a step the the left and face the front of the desk	-1	1.16	-1	1	0
place the clock on the desk	-1	0.25	4.77	0.82	2
move to the desk with the green book on top of it	-1	-1	-1	0.6071	0
pick up the clock that is behind the green book on top of the desk	0.3	-1	-1	-0.84	11
carry the clock to the desk on your left with the black lamp	-1	1.16	-1	1	0
place the clock in the front middle of the desk	-1	0.12	5.21	0.81	2
go forward to the wall and turn left and step forward to the desk end	-1	-1	-1	0.6071	0
pick up the clock behind the book that is on the desk end	0.2	-1	2.53	0.97	1
turn to the left and go forward to the middle of the main desk	-1	1.16	-1	1	0
place the clock near the edge of the main desk	6.45	0.08	6.81	-0.72	12
walk forward and face left looking at the chair grab the clock off of the chair	2.04	-1	-1	0.6071	3
walk forward and face left looking at the chair grab the clock off of the chair walk a step the the left and face the front of the desk	2.04	1.69	1.16	0.6071	4
walk forward and face left looking at the chair grab the clock off of the chair walk a step the the left and face the front of the desk place the clock on the desk	2.04	1.69	1.16	0.6071	5
